File name,Pectoral Start Frame,Pectoral End Frame,Pelvic Start Frame,Pelvic End Frame,Total Frames,Light Start,Appendages,Date Filmed,Calib_Video,Calib_Force,Body 1 Start,Body 1 End,Body 2 Start,Body 2 End,Body.Weight.kg,TL.cm,SVL.cm,Dist.LatCam.Calib.mm,Dist.DorCam.Mir.mm,Dist.Mir.Calib.mm,Dist.Calib.Glass.mm,Filming.Rate.Hz,Species,Notes,TrialsToUse
pb01f22,99,140,69,109,441,372,Pectoral,7/15/11,cal11,cal10,,,,,0.026,14,,960,1930,710,190,100,Periophthalmus_barbarus,may be too close to edge,none
pb01f23,43,81,74,97,321,259,Pectoral,7/15/11,cal11,cal10,,,,,0.026,14,,960,1930,710,190,100,Periophthalmus_barbarus,,pec
pb01f24,90,137,52,101,391,323,Pectoral,7/15/11,cal11,cal10,,,,,0.026,14,,960,1930,710,190,100,Periophthalmus_barbarus,,none
pb01f25,82,122,48,94,471,388,Pectoral,7/15/11,cal11,cal10,114,157,,,0.026,14,,960,1930,710,190,100,Periophthalmus_barbarus,Body bump is when the pelvic sucker hits the plate again,none
pb01f26,62,113,29,77,411,358,Pectoral,7/15/11,cal11,cal10,,,,,0.026,14,,960,1930,710,190,100,Periophthalmus_barbarus,a little diagonal,none
pb01f27,48,86,77,125,431,388,Pectoral,7/15/11,cal11,cal10,,,,,0.026,14,,960,1930,710,190,100,Periophthalmus_barbarus,sucker barely touches plate; may even be isolated pectoral fin; pectoral fin hits again at 114-155 but too close to edge to analyze,pec
pb01f28,68,112,45,80,346,280,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,,pec
pb01f29,72,121,26,94,441,383,Pectoral,7/20/11,cal12,cal11,110,167,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,a little diagonal; body bump is sucker hitting plate again,none
pb01f30,67,112,37,81,341,281,Pectoral,7/20/11,cal12,cal11,104,134,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,body bump is sucker hitting plate again,none
pb01f31,83,142,42,101,401,334,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,,none
pb01f32,31,82,,,381,327,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,isolated; really close to edge,pec
pb01f33,101,149,,,451,390,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,isolated; really close to edge,pec
pb01f34,42,89,80,129,481,419,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,,none
pb01f35,32,81,,,441,368,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,isolated,pec
pb01f36,29,81,69,121,511,455,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,,none
pb01f37,85,139,,,481,407,Pectoral,7/20/11,cal12,cal11,,,,,0.025,14,,970,1950,730,190,100,Periophthalmus_barbarus,isolated; really close to edge,pec
pb01f38,49,97,84,133,676,565,Pectoral,12/9/11,cal13,cal12,,,,,0.031,14,,960,1920,740,190,100,Periophthalmus_barbarus,,none
pb01f39,95,144,39,107,661,570,Pectoral,12/9/11,cal13,cal12,129,187,,,0.031,14,,960,1920,740,190,100,Periophthalmus_barbarus,body bump is sucker hitting plate again,none
pb01f40,92,146,136,192,676,590,Pectoral,12/9/11,cal13,cal12,,,,,0.031,14,,960,1920,740,190,100,Periophthalmus_barbarus,,pec
pb01f41,86,130,50,104,616,538,Pectoral,12/9/11,cal13,cal12,123,170,,,0.031,14,,960,1920,740,190,100,Periophthalmus_barbarus,body bump is sucker hitting plate again,none
pb01f42,54,102,12,68,461,362,Pectoral,12/11/11,cal14,cal13,,,,,0.031,14,,960,1940,740,190,100,Periophthalmus_barbarus,,none
pb01f43,70,101,39,82,571,472,Pectoral,12/11/11,cal14,cal13,,,,,0.031,14,,960,1940,740,190,100,Periophthalmus_barbarus,,none
pb01f44,28,68,59,306,306,246,Pectoral,7/12/12,cal19,cal18,,,,,0.037,16,,1040,1700,730,185,100,Periophthalmus_barbarus,EXCLUDE; sat on plate; not good,none
pb01f45,30,59,56,95,266,205,Pectoral,7/12/12,cal19,cal18,,,,,0.037,16,,1040,1700,730,185,100,Periophthalmus_barbarus,EXCLUDE; turns a little,none
pb02f01,54,95,28,64,361,296,Pectoral,7/7/12,cal16,cal15,84,122,,,0.021,13,,1035,1710,730,185,100,Periophthalmus_barbarus,,none
pb02f02,62,102,,,381,311,Pectoral,7/7/12,cal16,cal15,,,,,0.021,13,,1035,1710,730,185,100,Periophthalmus_barbarus,isolated,pec
pb02f03,32,73,59,113,371,305,Pectoral,7/18/12,cal20,cal19,110,140,,,0.021,13,,1040,1730,730,185,100,Periophthalmus_barbarus,"2 potential cycles, but using 1st; a little diagonal; 110-140 is the second cycle",none
pb02f04,27,60,1,34,351,278,Pectoral,7/18/12,cal20,cal19,,,,,0.021,13,,1040,1730,730,185,100,Periophthalmus_barbarus,tiny bit diagonal,pec
pb02f05,106,145,63,110,371,305,Pectoral,7/18/12,cal20,cal19,39,77,,,0.021,13,,1040,1730,730,185,100,Periophthalmus_barbarus,"2 potential cycles, but using 2nd (looks a little faster); could use 1st one instead",none
pb02f06,31,67,59,95,431,342,Pectoral,10/7/12,cal22,cal21,,,,,0.031,14.5,,1045,1700,750,185,100,Periophthalmus_barbarus,pretty straight,none
pb02f07,90,133,122,175,431,345,Pectoral,10/7/12,cal22,cal21,48,109,165,207,0.031,14.5,,1045,1700,750,185,100,Periophthalmus_barbarus,prefer to exclude; not great; drags body; sucker and pectoral fins hit plate twice each,none
pb02f08,59,100,21,70,401,299,Pectoral,10/31/12,cal23,cal22,,,,,0.031,14,,1040,1700,730,185,100,Periophthalmus_barbarus,turns a little on pectoral fin; prefer to exclude,none
pb02f09,53,91,,,371,289,Pectoral,11/4/12,cal24,cal23,,,,,0.031,14,,1040,1700,730,185,100,Periophthalmus_barbarus,a little diagonal; my hand in the way; isolated,pec
pb02f10,47,89,,,371,251,Pectoral,11/4/12,cal24,cal23,,,,,0.031,14,,1040,1700,730,185,100,Periophthalmus_barbarus,straight; isolated?,pec
pb02f11,101,141,56,109,406,280,Pectoral,11/4/12,cal24,cal23,,,,,0.031,14,,1040,1700,730,185,100,Periophthalmus_barbarus,use 2nd cycle (lying down on 1st cycle); A little diagonal,none
pb02f12,43,82,23,47,281,204,Pectoral,12/10/12,cal26,cal25,,,,,0.032,14,,1040,1720,730,185,100,Periophthalmus_barbarus,almost isolated; my hand is in the way at start,pec
pb02f13,74,109,40,86,361,270,Pectoral,12/10/12,cal26,cal25,102,139,,,0.032,14,,1040,1720,730,185,100,Periophthalmus_barbarus,sucker overlap twice?; might have turned a tiny bit,none
pb02f14,29,66,57,106,361,257,Pectoral,12/10/12,cal26,cal25,99,134,,,0.032,14,,1040,1720,730,185,100,Periophthalmus_barbarus,almost isolated; 2 usable cycles; making 2nd cycle as pb02f15,pec
pb02f15,99,134,57,106,361,257,Pectoral,12/10/12,cal26,cal25,,,,,0.032,14,,1040,1720,730,185,100,Periophthalmus_barbarus,almost isolated; 2nd cycle from pb02f14,pec
pb02f16,59,112,96,151,421,303,Pectoral,12/13/12,cal27,cal26,,,,,0.032,14,,1040,1710,730,185,100,Periophthalmus_barbarus,might have turned a tiny bit (not bad); pretty straight,pec
pb02f17,46,83,21,56,361,273,Pectoral,12/13/12,cal27,cal26,78,112,,,0.032,14,,1040,1710,730,185,100,Periophthalmus_barbarus,a little diagonal; sucker overlap twice,none
pb02f18,70,108,28,78,371,264,Pectoral,12/15/12,cal28,cal27,96,145,,,0.034,14,,1040,1710,730,185,100,Periophthalmus_barbarus,straight; sucker overlap twice,none
pb02f19,49,94,17,60,381,271,Pectoral,12/15/12,cal28,cal27,84,131,,,0.034,14,,1040,1710,730,185,100,Periophthalmus_barbarus,straight; sucker overlap twice?,none
pb02f20,111,143,69,121,421,304,Pectoral,12/15/12,cal28,cal27,,,,,0.034,14,,1040,1710,730,185,100,Periophthalmus_barbarus,a little diagonal; sucker overlap,none
pb02f21,,,,,281,,Pectoral,12/17/12,cal29,cal28,,,,,0.029,14,,1040,1750,730,185,100,Periophthalmus_barbarus,EXCLUDE; video not synced with force plate; straight; jumps after completing appendicular cycle,none
pb02f22,64,90,86,118,421,337,Pectoral,12/17/12,cal29,cal28,106,122,,,0.029,14,,1040,1750,730,185,100,Periophthalmus_barbarus,straight; jumps afterwards on plate,pec
pb02f23,46,70,21,52,311,210,Pectoral,12/17/12,cal29,cal28,,,,,0.029,14,,1040,1750,730,185,100,Periophthalmus_barbarus,a little diagonal; jumps after plate; pec fin hangs off plate a little,pec
pb02f24,55,80,27,60,351,259,Pectoral,12/17/12,cal29,cal28,77,118,,,0.029,14,,1040,1750,730,185,100,Periophthalmus_barbarus,straight; sucker overlap 2x; jumps after plate,none
pb03f01,45,85,74,113,331,266,Pectoral,7/12/12,cal19,cal18,1,52,,,0.021,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,EXCLUDE; turns a little,none
pb03f02,71,107,,,321,263,Pectoral,7/12/12,cal19,cal18,7,48,36,,0.021,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,a little diagonal; not great; isolated,pec
pb03f03,64,111,24,68,371,306,Pectoral,7/18/12,cal20,cal19,95,145,,,0.021,13.5,,1040,1730,730,185,100,Periophthalmus_barbarus,a little diagonal; slow,none
pb03f04,46,97,77,123,391,329,Pectoral,7/18/12,cal20,cal19,1,53,,,0.021,13.5,,1040,1730,730,185,100,Periophthalmus_barbarus,sucker on plate twice,none
pb03f05,45,84,7,52,341,276,Pectoral,7/18/12,cal20,cal19,75,106,,,0.021,13.5,,1040,1730,730,185,100,Periophthalmus_barbarus,sucker on plate twice,none
pb03f06,33,73,1,41,331,259,Pectoral,7/18/12,cal20,cal19,64,107,,,0.021,13.5,,1040,1730,730,185,100,Periophthalmus_barbarus,sucker on plate twice,none
pb03f07,61,106,94,,361,293,Pectoral,10/7/12,cal22,cal21,29,72,,,0.028,14,,1045,1700,750,185,100,Periophthalmus_barbarus,EXCLUDE; too much overlap of paired fins; not great,none
pb03f08,72,111,36,79,371,286,Pectoral,10/7/12,cal22,cal21,,,,,0.028,14,,1045,1700,750,185,100,Periophthalmus_barbarus,a little diagonal,pec
pb03f09,45,80,72,116,371,296,Pectoral,10/7/12,cal22,cal21,107,150,,,0.028,14,,1045,1700,750,185,100,Periophthalmus_barbarus,straight; almost isolated,pec
pb03f10,98,143,,,381,311,Pectoral,10/7/12,cal22,cal21,,,,,0.028,14,,1045,1700,750,185,100,Periophthalmus_barbarus,straight; isolated,pec
pb03f11,44,68,26,52,271,208,Pectoral,10/7/12,cal22,cal21,66,93,,,0.028,14,,1045,1700,750,185,100,Periophthalmus_barbarus,faster but sucker overlaps w/ beginning and end of pec fin; a little diagonal,none
pb03f12,,,,,401,,Pectoral,10/31/12,cal23,cal22,,,,,0.03,14.5,,1040,1700,730,185,100,Periophthalmus_barbarus,EXCLUDE; not great; slows down; turns,none
pb03f13,34,64,58,84,301,203,Pectoral,10/31/12,cal23,cal22,,,,,0.03,14.5,,1040,1700,730,185,100,Periophthalmus_barbarus,straight; doesn't lift body up,pec
pb03f14,31,65,61,102,341,254,Pectoral,10/31/12,cal23,cal22,,,,,0.03,14.5,,1040,1700,730,185,100,Periophthalmus_barbarus,straight; almost isolated,none
pb03f15,71,112,23,79,361,287,Pectoral,10/31/12,cal23,cal22,99,150,,,0.03,14.5,,1040,1700,730,185,100,Periophthalmus_barbarus,straight; overlaps 2x w/ sucker,none
pb03f16,88,117,58,94,331,254,Pectoral,10/31/12,cal23,cal22,,,,,0.03,14.5,,1040,1700,730,185,100,Periophthalmus_barbarus,almost isolated; jumps after,pec
pb03f17,,,,,421,,Pectoral,10/31/12,cal23,cal22,,,,,0.03,14.5,,1040,1700,730,185,100,Periophthalmus_barbarus,EXCLUDE; barefly lifts body; not great; sucker hits plate twice,none
pb03f18,65,107,21,78,371,269,Pectoral,12/8/12,cal25,cal24,,,,,0.026,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,a  little diagonal,none
pb03f19,55,85,32,58,351,228,Pectoral,12/8/12,cal25,cal24,,,,,0.026,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,video pretty good,pec
pb03f20,53,88,82,112,341,254,Pectoral,12/8/12,cal25,cal24,,,,,0.026,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,fairly straight; video not bad,none
pb03f21,93,142,60,102,391,279,Pectoral,12/8/12,cal25,cal24,,,,,0.026,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,a little diagonal; barely lifts body up; not great,none
pb03f22,48,76,23,58,301,217,Pectoral,12/8/12,cal25,cal24,,,,,0.026,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,,pec
pb03f23,56,99,92,135,381,287,Pectoral,12/8/12,cal25,cal24,,,,,0.026,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,straight; use first cycle,none
pb03f24,70,111,105,160,431,341,Pectoral,12/10/12,cal26,cal25,,,,,0.027,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,sucker overlap; straight,none
pb03f25,55,92,23,66,391,288,Pectoral,12/10/12,cal26,cal25,84,131,122,166,0.027,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,sucker overlap twice?; a little diagonal,none
pb03f26,83,111,51,90,341,226,Pectoral,12/10/12,cal26,cal25,,,,,0.027,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,"straight; almost isolated; 1st cycle might be usable but a little too close to the edge, so using 2nd cycle instead",none
pb03f27,81,111,46,92,561,283,Pectoral,12/10/12,cal26,cal25,105,150,,,0.027,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,not great; sucker overlap twice,none
pb03f28,70,111,37,80,421,308,Pectoral,12/10/12,cal26,cal25,101,154,,,0.027,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,sucker overlap,none
pb03f29,112,157,81,127,491,358,Pectoral,12/10/12,cal26,cal25,,,,,0.027,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,"sucker overlap; 1st cycle has a little sucker overlap twice, so using 2nd cycle which only overlaps once",none
pb03f30,114,153,77,131,511,379,Pectoral,12/10/12,cal26,cal25,143,200,,,0.027,14.5,,1040,1720,730,185,100,Periophthalmus_barbarus,barely lifts body up; sucker overlap twice; not great,none
pb03f31,130,170,85,146,401,297,Pectoral,12/13/12,cal27,cal26,,,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,diagonal; not great; stops after plate; might have turned a little,none
pb03f32,34,62,17,41,311,185,Pectoral,12/13/12,cal27,cal26,58,87,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,fast; straight; sucker overlap twice,none
pb03f33,28,64,57,106,371,229,Pectoral,12/13/12,cal27,cal26,90,130,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,straight; 2 usable cycles; using first one,none
pb03f34,72,103,45,83,371,253,Pectoral,12/13/12,cal27,cal26,,,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,a little diagonal,none
pb03f35,43,74,18,59,341,225,Pectoral,12/13/12,cal27,cal26,73,114,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,a little diagonal; sucker overlap twice,none
pb03f36,101,128,69,110,381,251,Pectoral,12/13/12,cal27,cal26,,,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,a little diagonal,none
pb03f37,103,146,66,117,451,334,Pectoral,12/13/12,cal27,cal26,138,203,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,not great; pauses a bit; a little diagonal,none
pb03f38,58,107,98,153,451,321,Pectoral,12/13/12,cal27,cal26,136,,,,0.027,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,almost isolated,pec
pb03f39,54,84,31,64,451,336,Pectoral,12/15/12,cal28,cal27,82,110,,,0.026,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,straight; sucker overlap (maybe twice),pec
pb03f40,32,74,69,105,391,264,Pectoral,12/15/12,cal28,cal27,,,,,0.026,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,straight; sucker overlap,none
pb03f41,82,121,52,93,401,281,Pectoral,12/15/12,cal28,cal27,,,,,0.026,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,a little diagonal; sucker overlap,none
pb03f42,59,98,29,67,431,299,Pectoral,12/15/12,cal28,cal27,94,153,,,0.026,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,sucker overlap twice,none
pb03f43,120,170,79,133,441,308,Pectoral,12/15/12,cal28,cal27,,,,,0.026,14.5,,1040,1710,730,185,100,Periophthalmus_barbarus,straight; slow,none
pb04f01,,,,,421,349,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,EXCLUDE; drags body; slow and sluggish,none
pb04f02,78,120,,,441,371,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,isolated and straight,pec
pb04f03,30,52,48,70,281,210,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,straight; almost isolated,none
pb04f04,74,103,,,301,227,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,straight; isolated,pec
pb04f05,33,63,,,271,206,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,straight; isolated,pec
pb04f06,40,64,,,341,279,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,straight; isolated,pec
pb04f07,,,,,241,,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,EXCLUDE; video not synced; sucker hits place twice,none
pb04f08,,,,,241,,Pectoral,10/7/12,cal22,cal21,,,,,0.022,13.5,,1045,1700,750,185,100,Periophthalmus_barbarus,EXCLUDE; video not synced,none
pb04f09,35,62,,,341,234,Pectoral,10/31/12,cal23,cal22,,,,,0.023,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,isolated and straight,pec
pb04f10,115,156,,,491,398,Pectoral,10/31/12,cal23,cal22,,,,,0.023,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,"slow, straight, isolated",pec
pb04f11,65,99,30,67,441,317,Pectoral,10/31/12,cal23,cal22,88,122,,,0.023,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,straight; almost isolated,none
pb04f12,51,86,20,52,371,275,Pectoral,10/31/12,cal23,cal22,,,,,0.023,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,straight; almost isolated,pec
pb04f13,87,123,55,90,391,282,Pectoral,11/4/12,cal24,cal23,,,,,0.023,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,a tiny bit diagonal; use 2nd cycle,none
pb04f14,41,80,,,431,326,Pectoral,11/4/12,cal24,cal23,,,,,0.023,13.5,,1040,1700,730,185,100,Periophthalmus_barbarus,isolated and straight,pec
pb04f15,65,100,30,75,391,284,Pectoral,12/13/12,cal27,cal26,90,124,,,0.023,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,not great; diagonal; might have turned a little; sucker overlap twice,none
pb04f16,125,158,97,134,421,314,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,not good; diagonal; sucker overlap; turned a little,none
pb04f17,,,,,501,,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,EXCLUDE; really diagonal; sucker overlap twice?,none
pb04f18,,,,,411,,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,EXCLUDE; no good cycles; diagonal,none
pb04f19,95,125,67,101,461,359,Pectoral,12/15/12,cal28,cal27,119,152,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,not great; diagonal; sucker overlap twice; curled pec fin,none
pb04f20,43,71,67,99,361,248,Pectoral,12/15/12,cal28,cal27,88,121,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,pretty straight; sucker overlap,none
pb04f21,95,129,70,104,371,245,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,pretty straight; using 2nd cycle; could analyze 1st but looks like it has sucker overlap twice,none
pb04f22,18,46,43,70,351,219,Pectoral,12/15/12,cal28,cal27,65,89,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,a little curved; using 1st cycle; could analyze 2nd cycle but looks like has sucker overlap twice,pec
pb04f23,86,115,60,92,351,232,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.5,,1040,1710,730,185,100,Periophthalmus_barbarus,pretty straight,none
pb04f24,69,99,49,71,351,276,Pectoral,12/17/12,cal29,cal28,92,129,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,not good; diagonal; sucker overlap 2x; turned a little,none
pb04f25,53,81,,,361,263,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,2 isolated cycles; use 2nd cycle; a little diagonal,none
pb04f26,66,92,45,72,351,248,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,a little diagonal; use 2nd cycle,none
pb04f27,43,73,,,391,295,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,straight; isolated; use 1st cycle,pec
pb04f28,48,80,74,103,361,268,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,pauses a little before stance; prefer to not use,none
pb04f29,36,63,,,311,220,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,isolated; might have turned a tiny bit; diagonal,none
pb04f30,,,,,361,,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,EXCLUDE; pec fin not all the way on the plate; isolated; might have turned a little bit,none
pb04f31,42,74,68,95,361,256,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,a little diagonal,none
pb04f32,50,80,76,104,361,265,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,pretty straight; almost isolated,none
pb04f33,68,103,,,381,275,Pectoral,12/17/12,cal29,cal28,,,,,0.022,13.5,,1040,1750,730,185,100,Periophthalmus_barbarus,"2 isolated cycles; using 2nd cycle, but could use either; straight",none
pb05f01,14,49,42,84,401,313,Pectoral,12/13/12,cal27,cal26,70,,,,0.022,13.25,,1040,1710,730,185,100,Periophthalmus_barbarus,not great; diagonal; might have turned a little,none
pb05f02,55,90,,,361,260,Pectoral,12/13/12,cal27,cal26,,,,,0.022,13.25,,1040,1710,730,185,100,Periophthalmus_barbarus,not great; diagonal; isolated; stops after plate,pec
pb05f03,,,,,421,,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.25,,1040,1710,730,185,100,Periophthalmus_barbarus,EXCLUDE; turned; diagonal,none
pb05f04,27,69,,,361,225,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.25,,1040,1710,730,185,100,Periophthalmus_barbarus,diagonal; isolated,pec
pb05f05,62,137,,,421,296,Pectoral,12/15/12,cal28,cal27,,,,,0.022,13.25,,1040,1710,730,185,100,Periophthalmus_barbarus,diagonal; isolated; stops after plate; slows down,pec
pb05f06,50,81,23,57,351,226,Pectoral,12/17/12,cal29,cal28,75,114,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,a little diagonal; sucker overlap twice,none
pb05f07,,,,,331,,Pectoral,12/17/12,cal29,cal28,,,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,EXCLUDE; pec fin not all the way on the plate; paused a little on plate,none
pb05f08,36,76,65,113,401,295,Pectoral,12/17/12,cal29,cal28,105,142,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,pretty straight; 2 usable cycles; using 1st,pec
pb05f09,25,66,58,99,371,272,Pectoral,12/17/12,cal29,cal28,,,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,a little diagonal; isolated?,pec
pb05f10,35,92,,,401,283,Pectoral,12/17/12,cal29,cal28,,,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,diagonal; isolated; stops after plate; slows down a little,pec
pb05f11,36,67,,,391,290,Pectoral,12/17/12,cal29,cal28,,,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,diagonal; isolated; stops after plate; really close to edge,pec
pb05f12,131,163,76,138,401,290,Pectoral,12/17/12,cal29,cal28,,,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,diagonal; on corner edge of plate; 2 cycles (use 2nd),pec
pb05f13,51,86,,,341,249,Pectoral,12/17/12,cal29,cal28,,,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,diagonal; isolated,pec
pb05f14,76,116,40,88,371,277,Pectoral,12/17/12,cal29,cal28,107,157,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,diagonal; sucker overlap twice,none
pb05f15,48,80,21,59,361,226,Pectoral,12/17/12,cal29,cal28,74,114,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,diagonal; sucker overlap twice,none
pb05f16,53,91,23,57,371,255,Pectoral,12/17/12,cal29,cal28,,,,,0.021,13,,1040,1750,730,185,100,Periophthalmus_barbarus,a little diagonal; sucker overlap,pec
pw01f01,107,170,160,222,481,379,Both,8/18/13,cal30,cal29,,,,,0.0125,16,,835,1400,720,180,100,Pleurodeles_waltl,EXCLUDE; diagonal; might have turned on FL,none
pw01f02,35,86,77,132,361,262,Pectoral,8/18/13,cal30,cal29,,,,,0.0125,16,,835,1400,720,180,100,Pleurodeles_waltl,EXCLUDE; turned on HL; a little diagonal,none
pw01f03,30,95,78,146,371,275,Pectoral,8/18/13,cal30,cal29,,,,,0.0125,16,,835,1400,720,180,100,Pleurodeles_waltl,EXCLUDE; turned on HL; a little diagonal,none
pw01f04,26,93,86,171,411,300,Both,10/8/13,cal31,cal30,79,85,,,0.016,19,8,1120,1730,750,180,100,Pleurodeles_waltl,might have turned a little bit on HL; body overlap is when HL toes touch plate but doesn't flatten until frame 86,none
pw01f05,43,87,80,138,361,280,Both,10/8/13,cal31,cal30,,,,,0.016,19,8,1120,1730,750,180,100,Pleurodeles_waltl,a little diagonal,both
pw01f06,50,132,108,205,441,338,Pectoral,10/8/13,cal31,cal30,,,,,0.016,19,8,1120,1730,750,180,100,Pleurodeles_waltl,diagonal; turned a little on HL,pec
pw01f07,50,103,91,167,401,291,Pectoral,10/8/13,cal31,cal30,,,,,0.016,19,8,1120,1730,750,180,100,Pleurodeles_waltl,diagonal; turned a little on HL,pec
pw01f08,36,89,83,147,361,274,Both,10/8/13,cal31,cal30,,,,,0.016,19,8,1120,1730,750,180,100,Pleurodeles_waltl,straight,pec
pw01f09,46,84,76,139,371,261,Both,10/8/13,cal31,cal30,,,,,0.016,19,8,1120,1730,750,180,100,Pleurodeles_waltl,straight,both
