File name,Appendage,Video OK?,Force OK?,Status,Use,Notes
pw03f17,Pectoral,Yes,Yes,KEEP,Yes,"ML trace convex, but decent otherwise"
pw03f17,Pelvic,Yes,Yes,KEEP,Yes,
pw03f18,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg; otherwise all good
pw03f18,Pelvic,Yes,Yes,KEEP,Yes,Hz pos then neg
pw03f19,Pectoral,Yes,Yes,KEEP,Yes,"vertical trace a little low in magnitude, but not bad"
pw01f13,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg
pw01f14,Pectoral,No,Yes,KEEP,Yes,FL curved; not great; Hz all neg
pw01f14,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos
pw01f15,,,,EXCLUDE,No,EXCLUDE; diagonal; overlap with other HL
pw01f16,,,,EXCLUDE,No,EXCLUDE; too much overlap
pw01f17,Pectoral,No,No,EXCLUDE,No,toes curled; not great; vertical magnitude low; prefer to not use
pw06f06,Pelvic,Yes,Yes,KEEP,Yes,diagonal
pw06f07,Pectoral,No,No,EXCLUDE,No,has double peaks on vertical and net; falls on FL; prefer to not use
pw06f08,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos and wavy; diagonal
pw06f09,Pelvic,Yes,Yes,KEEP,Yes,isolated
pw06f10,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at beginning of overlap w/ pelvic
pw02f16,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pw02f17,Pectoral,Yes,No,KEEP,Yes,"vertical trace a little low in magnitude, but not bad"
pw02f17,Pelvic,Yes,Yes,KEEP,Yes,
pw02f18,Pectoral,No,No,EXCLUDE,No,Falls on FL; has peak net GRF at ~0% stance
pw02f19,Pectoral,Yes,No,KEEP,Yes,"vertical trace a little low in magnitude, but not bad"
pw02f19,Pelvic,Yes,Yes,KEEP,Yes,
pw02f20,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg; otherwise all good
pw02f20,Pelvic,Yes,Yes,KEEP,Yes,
pw05f11,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pw05f11,Pelvic,No,No,EXCLUDE,No,HL close to edge; ML mostly lateral
pw05f12,Pelvic,Yes,Yes,KEEP,Yes,isolated and straight
pw05f13,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at beginning of overlap w/ pelvic
pw05f13,Pelvic,Yes,Yes,KEEP,Yes,
pw05f14,Pectoral,Yes,Yes,KEEP,Yes,isolated
pw05f15,Pectoral,Yes,No,KEEP,Yes,has spike towards beginning of stance
pw05f15,Pelvic,Yes,Yes,KEEP,Yes,
pw05f16,Pectoral,Yes,Yes,KEEP,Yes,awesome trace! Vertical magnitude a little low though
pw01f18,Pelvic,No,Yes,KEEP,Yes,diagonal; tail covers HL towards end of stance; maybe keep?
pw01f19,Pectoral,No,No,EXCLUDE,No,diagonal; FL close to edge; vertical concave
pw01f19,Pelvic,Yes,Yes,KEEP,Yes,ML goes medial then lateral
pw01f20,Pectoral,No,No,EXCLUDE,No,falls on FL; vertical concave
pw01f21,Pectoral,No,No,EXCLUDE,No,falls on FL; vertical and net magnitude very low; Hz goes neg to pos
pw01f21,Pelvic,No,Yes,KEEP,Yes,might have turned a little on the HL
pw01f22,Pelvic,Yes,No,KEEP,Yes,vertical trace a little low in magnitude; ML goes lateral
pw01f23,Pectoral,Yes,No,EXCLUDE,No,peak net GRF close to 0% stance; net GRF kind of concave
pw01f24,Pectoral,No,,EXCLUDE,No,tail covering limbs
pw01f25,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg; ML wavy
pw01f26,Pelvic,Yes,No,KEEP,Yes,vertical has two peaks; vertical and net have low magnitude; ML mostly lateral; prefer to not use
pw01f27,Pectoral,Yes,Yes,KEEP,Yes,falls on FL a little
pw01f28,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 0% stance
pw01f28,Pelvic,Yes,Yes,KEEP,Yes,slow; straight
pw01f29,Pectoral,Yes,Yes,KEEP,Yes,"vertical trace a little low in magnitude, but not bad"
pw01f30,,,,EXCLUDE,No,lots of turning
pw02f21,Pectoral,Yes,Yes,KEEP,Yes,diagonal
pw02f21,Pelvic,Yes,Yes,KEEP,Yes,diagonal
pw02f22,Pectoral,Yes,Yes,KEEP,Yes,diagonal; Hz primarily neg
pw02f22,Pelvic,Yes,Yes,KEEP,Yes,diagonal
pw02f23,Pectoral,Yes,No,EXCLUDE,No,vertical and net have spike at beginning; peak net GRF early in stance; prefer to not use
pw02f23,Pelvic,Yes,Yes,KEEP,Yes,a little diagonal
pw02f24,Pectoral,Yes,No,TBD,No,vertical has two peaks; falls on FL; prefer to not use
pw02f24,Pelvic,Yes,Yes,KEEP,Yes,straight
pw02f25,Pelvic,Yes,Yes,KEEP,Yes,straight
pw02f26,Pectoral,Yes,No,TBD,No,falls on FL; peak net GRF a little early in stance
pw03f20,Pectoral,Yes,No,KEEP,Yes,"Hz all neg; vertical and net has a little double peak, but not bad"
pw03f20,Pelvic,Yes,Yes,KEEP,Yes,really good traces
pw03f21,Pelvic,Yes,No,TBD,No,vertical and net have low magnitude
pw03f22,,,,,No,EXCLUDE; too much turning
pw03f23,Pectoral,Yes,No,TBD,No,vertical starts off at a relatively high magnitude; okay but prefer to not use
pw03f23,Pelvic,Yes,Yes,KEEP,Yes,
pw03f24,Pectoral,Yes,Yes,KEEP,Yes,almost isolated; pretty good trace
pw03f25,Pectoral,Yes,Yes,KEEP,Yes,"a little diagonal; really good traces; really low vertical and net magnitudes, though"
pw03f26,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg; diagonal
pw03f26,Pelvic,Yes,Yes,KEEP,Yes,diagonal
pw03f27,Pectoral,Yes,No,KEEP,Yes,weird traces; prefer to not use
pw05f17,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg; straight
pw05f18,Pectoral,Yes,Yes,KEEP,Yes,ML peaks into lateral
pw05f18,Pelvic,Yes,Yes,KEEP,Yes,straight
pw05f19,Pectoral,Yes,Yes,KEEP,Yes,traces pretty good
pw05f19,Pelvic,Yes,Yes,KEEP,Yes,
pw05f20,Pectoral,Yes,No,EXCLUDE,No,a little diagonal; peak net GRF at beginning of overlap with HL
pw05f20,Pelvic,Yes,Yes,KEEP,Yes,
pw05f21,,,,EXCLUDE,No,HL on edge
pw05f22,Pectoral,Yes,No,KEEP,Yes,net has small peak at beginning
pw05f22,Pelvic,Yes,No,TBD,No,vertical and net start at high magnitude; prefer to not use
pw05f23,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at beginning of overlap w/ pelvic
pw05f23,Pelvic,Yes,Yes,TBD,No,vertical and net start at high magnitude; prefer to not use
pw05f24,Pectoral,Yes,Yes,KEEP,Yes,really good traces
pw06f11,Pectoral,Yes,Yes,KEEP,Yes,isolated; a little diagonal; traces pretty good
pw06f12,Pectoral,No,No,EXCLUDE,No,falls on FL; peak net GRF at start of overlap with HL
pw06f13,Pelvic,Yes,No,KEEP,Yes,traces wavy; vertical and net magnitudes low; straight
pw06f14,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at beginning of overlap w/ pelvic
pw06f15,Pectoral,Yes,Yes,KEEP,Yes,diagonal; turned a little?
pw06f16,,,,EXCLUDE,No,really diagonal
pw06f17,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at beginning of overlap w/ pelvic
pw06f18,,,,EXCLUDE,No,too much overlap
